,PLAYER,NATIONALITY,TYPE,PRICE,SOLD/UNSOLD,TEAM,YEAR,bat inns,bat ave,dot%,bat sr,bowl inns,econ,wickets
1046,Ashoke Dinda,Indian,Bowler,5.0,0,NONE,2020,,,,,,,
1047,Dushmantha Chameera,Overseas,Bowler,5.0,0,NONE,2020,,,,,,,
1048,Obed McCoy,Overseas,Bowler,5.0,0,NONE,2020,,,,,,,
1049,Tom Bruce,Overseas,Batsman,5.0,0,NONE,2020,14.0,34.4,24.7,158.0,,,
1050,Oshada Fernando,Overseas,Batsman,5.0,0,NONE,2020,,,,,,,
1051,Avishka Fernando,Overseas,Batsman,5.0,0,NONE,2020,6.0,36.8,39.6,164.9,,,
1052,Brandon King,Overseas,Batsman,5.0,0,NONE,2020,12.0,55.1,41.7,148.9,,,
1053,Rassie Van der Dussen,Overseas,Batsman,5.0,0,NONE,2020,12.0,37.6,30.0,142.6,,,
1054,James Faulkner,Overseas,All-Rounder,5.0,0,NONE,2020,13.0,15.7,29.2,123.6,23.0,8.04,29.0
1055,Lewis Greogry,Overseas,All-Rounder,5.0,0,NONE,2020,,,,,,,
1056,Scott Kuggeleijn,Overseas,All-Rounder,5.0,0,NONE,2020,12.0,18.1,26.7,147.7,16.0,9.0,16.0
1057,Romario Shepherd,Overseas,All-Rounder,5.0,0,NONE,2020,2.0,41.0,25.0,205.0,9.0,8.33,13.0
1058,Nuwan Pradeep,Indian,Bowler,5.0,0,NONE,2020,,,,,,,
1059,Blair Tickner,Overseas,Bowler,5.0,0,NONE,2020,3.0,6.0,25.0,75.0,10.0,7.62,17.0
1060,Karim Janat,Overseas,All-Rounder,5.0,0,NONE,2020,,,,,,,
1061,Doug Bracewell,Overseas,Bowler,5.0,0,NONE,2020,3.0,17.0,38.7,109.7,5.0,7.72,3.0
1062,Ben Laughlin,Overseas,Bowler,5.0,0,NONE,2020,5.0,7.3,34.8,95.7,18.0,8.74,20.0
1063,Tymal Mills,Overseas,Bowler,5.0,0,NONE,2020,,,,,,,
1064,Janneman Malan,Overseas,Batsman,5.0,0,NONE,2020,9.0,44.8,36.8,149.8,,,
1065,Aiden Markram,Overseas,Batsman,5.0,0,NONE,2020,,,,,,,
1066,Anaru Kitchen,Overseas,All-Rounder,5.0,0,NONE,2020,9.0,15.6,31.2,134.4,10.0,8.29,2.0
1067,Jeevan Mendis,Overseas,All-Rounder,5.0,0,NONE,2020,2.0,2.0,60.0,80.0,1.0,7.0,0.0
1068,Daryl Mitchell,Overseas,All-Rounder,5.0,0,NONE,2020,,,,,,,
1069,Angelo Perera,Overseas,All-Rounder,5.0,0,NONE,2020,,,,,,,
1070,Seekkuge Prasanna,Overseas,All-Rounder,5.0,0,NONE,2020,4.0,13.8,41.7,152.8,9.0,7.89,3.0
1071,Rovman Powell,Overseas,All-Rounder,5.0,0,NONE,2020,4.0,26.0,35.7,185.7,1.0,11.5,0.0
1072,Sabbir Rahaman,Overseas,All-Rounder,5.0,0,NONE,2020,,,,,,,
1073,Raymon Reifer,Overseas,All-Rounder,5.0,0,NONE,2020,9.0,15.4,30.4,156.5,10.0,7.76,14.0
1074,Ben Dunk,Overseas,Wicket Keeper,5.0,0,NONE,2020,33.0,32.6,32.6,135.7,2.0,7.25,0.0
1075,Mohammad Saifuddin,Overseas,All-Rounder,5.0,0,NONE,2020,7.0,13.7,39.0,100.0,13.0,7.75,20.0
1076,Tom Latham,Overseas,Wicket Keeper,5.0,0,NONE,2020,4.0,32.0,29.1,162.0,,,
1077,Ben McDermott,Overseas,Wicket Keeper,5.0,0,NONE,2020,13.0,42.9,26.8,116.3,,,
1078,Glenn Phillips,Overseas,Wicket Keeper,5.0,0,NONE,2020,23.0,33.7,34.2,144.2,,,
1079,Tim Seifert,Overseas,Wicket Keeper,5.0,0,NONE,2020,7.0,31.0,33.8,143.7,,,
1080,Mohammad Shahzad,Overseas,Wicket Keeper,5.0,0,NONE,2020,15.0,24.3,42.6,154.9,,,
1081,Patrick Brown,Overseas,Bowler,5.0,0,NONE,2020,,,,,,,
1082,Beuran Hendricks,Overseas,Bowler,5.0,0,NONE,2020,2.0,5.0,25.0,125.0,4.0,10.6,4.0
1083,Naveen Ul Haq,Overseas,Bowler,5.0,0,NONE,2020,,,,,,,
1084,Qais Ahmad,Overseas,Bowler,5.0,0,NONE,2020,5.0,7.6,52.9,111.8,16.0,6.94,26.0
1085,Fawad Ahmed,Overseas,Bowler,5.0,0,NONE,2020,11.0,5.4,53.5,88.4,39.0,6.94,40.0
1086,Khary Pierre,Overseas,Bowler,5.0,0,NONE,2020,3.0,2.5,66.7,33.3,12.0,7.15,10.0
1087,Waqar Salamkheil,Overseas,Bowler,5.0,0,NONE,2020,1.0,,57.1,85.7,2.0,9.33,0.0
1088,Ravi Bopara,Overseas,All-Rounder,5.0,0,NONE,2020,28.0,41.6,27.1,135.7,25.0,7.58,24.0
1089,Tabraiz Shamsi,Overseas,Bowler,5.0,0,NONE,2020,1.0,,33.3,66.7,14.0,7.75,19.0
1090,Wanindu Hasaranga,Overseas,All-Rounder,5.0,0,NONE,2020,,,,,,,
1091,Nehal Pajni,Indian,Batsman,5.0,0,NONE,2020,,,,,,,
1092,Dimuth Karunarathna,Overseas,All-Rounder,5.0,0,NONE,2020,,,,,,,
1093,James Fuller,Overseas,All-Rounder,4.0,0,NONE,2020,9.0,11.4,23.5,133.8,4.0,13.33,2.0
1094,Ben Dwarshuis,Overseas,Bowler,4.0,0,NONE,2020,,,,,,,
1095,Cameron Delport,Overseas,Batsman,4.0,0,NONE,2020,53.0,26.6,38.9,147.9,21.0,8.35,14.0
1096,Benny Howell,Overseas,All-Rounder,4.0,0,NONE,2020,12.0,22.2,35.9,137.9,15.0,6.16,16.0
1097,Laurie Evans,Overseas,Batsman,4.0,0,NONE,2020,42.0,32.2,35.3,127.3,,,
1098,Will Jacks,Overseas,All-Rounder,3.0,0,NONE,2020,13.0,20.9,39.1,152.0,1.0,14.0,0.0
1099,Anureet Singh,Indian,Bowler,3.0,0,NONE,2020,,,,,,,
1100,Jalaj Saxena,Indian,All-Rounder,3.0,0,NONE,2020,,,,,,,
1101,Jaskarandeep Singh Buttar,Indian,All-Rounder,3.0,0,NONE,2020,,,,,,,
1102,David Payne,Overseas,Bowler,3.0,0,NONE,2020,2.0,,33.3,100.0,13.0,7.3,16.0
1103,Pradeep Sangwan,Indian,Bowler,3.0,0,NONE,2020,,,,,,,
1104,Ayush Jamwal,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1105,Prayas Ray Barman,Indian,All-Rounder,2.0,0,NONE,2020,1.0,19.0,45.8,79.2,1.0,14.0,0.0
1106,Ripal Patel,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1107,Abhimanyu Rana,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1108,Prashant Chopra,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1109,Kshitiz Sharma,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1110,Shubhang Hegde,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1111,Nitin Sharma,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1112,Mayank Dagar,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1113,Akshay Solanki,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1114,C Hari Nishaanth,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1115,Pranshu Vijayran,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1116,Nikhil Chaudhary,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1117,Roosh Kalaria,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1118,Rajat Choudhary,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1119,Akshay Karnewar,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1120,Dafedar Khizar Anwar,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1121,Dharmendrasinh Jadeja,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1122,Aman Khan,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1123,Vishal Kushwah,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1124,Prerak Mankad,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1125,Akshdeep Nath,Indian,All-Rounder,2.0,0,NONE,2020,5.0,12.2,38.6,107.0,,,
1126,Dhrumil Matkar,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1127,Avi Barot,Indian,Wicket Keeper,2.0,0,NONE,2020,,,,,,,
1128,Ramandeep Singh,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1129,Shubham Ranjane,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1130,M Abhinav,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1131,Arjun Azad,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1132,Nachiket Bhute,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1133,Corbin Bosch,Overseas,All-Rounder,2.0,0,NONE,2020,,,,,,,
1134,Sumit Kumar,Indian,Wicket Keeper,2.0,0,NONE,2020,,,,,,,
1135,Shaik Ismail,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1136,Dhruv Shorey,Indian,All-Rounder,2.0,0,NONE,2020,1.0,5.0,37.5,62.5,,,
1137,Anmol Malhotra,Indian,Wicket Keeper,2.0,0,NONE,2020,,,,,,,
1138,Jack Prestwidge,Overseas,All-Rounder,2.0,0,NONE,2020,1.0,1.0,0.0,100.0,6.0,8.18,4.0
1139,Swapnil Singh,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1140,Yash Rathod,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1141,Smit Patel,Indian,Wicket Keeper,2.0,0,NONE,2020,,,,,,,
1142,Pratyush Singh,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1143,Saurabh Rawat,Indian,Wicket Keeper,2.0,0,NONE,2020,,,,,,,
1144,Jitesh Sharma,Indian,Wicket Keeper,2.0,0,NONE,2020,,,,,,,
1145,Mayank Sidhu,Indian,Wicket Keeper,2.0,0,NONE,2020,,,,,,,
1146,Sheldon Jackson,Overseas,Wicket Keeper,2.0,0,NONE,2020,,,,,,,
1147,Nandre Burger,Overseas,Bowler,2.0,0,NONE,2020,1.0,6.0,44.4,66.7,8.0,7.79,5.0
1148,Jake Weatherald,Overseas,Batsman,2.0,0,NONE,2020,15.0,30.0,39.2,136.8,,,
1149,Stephen Chipurupalli,Overseas,Bowler,2.0,0,NONE,2020,,,,,,,
1150,Robin Bist,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1151,Yash Dayal,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1152,C.V Milind,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1153,G Periyasamy,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1154,Chetan Sakariya,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1155,Pradeep Thippeswamy,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1156,Agniv Pan,Indian,Wicket Keeper,2.0,0,NONE,2020,,,,,,,
1157,Tanveer Ul haq,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1158,Mihir Hirwani,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1159,S Manigandan,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1160,Luvnith Sisodia,Indian,Wicket Keeper,2.0,0,NONE,2020,,,,,,,
1161,Shiva Singh,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1162,Ajay Sonu T,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1163,Sagar Udeshi,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1164,Upendra Singh Yadav,Indian,Wicket Keeper,2.0,0,NONE,2020,,,,,,,
1165,Armaan Jaffer,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1166,Siddharth Krishnamurthy,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1167,Rajat Patidar,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1168,Shubham Singh Pundir,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1169,Sachin Baby,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1170,Himanshu Rana,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1171,Ekant Sen,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1172,Ali Khan,Overseas,Bowler,2.0,0,NONE,2020,2.0,9.0,42.9,128.6,18.0,9.16,18.0
1173,Rajesh Bishnoi,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1174,Subhranshu Senapati,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1175,Baba Aparajith,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1176,Unmukt Chand,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1177,Gerald Coetzee,Overseas,All-Rounder,2.0,0,NONE,2020,2.0,2.5,61.5,38.5,2.0,11.08,2.0
1178,Tanmay Mishra,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1179,Lukman Hussain Meriwala,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1180,Priyank Panchal,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1181,Vishnu Solanki,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1182,Chaitanya Bishnoi,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1183,Gourav Yadav,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1184,Ankit Kaushik,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1185,Chandrapal Chundawat,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1186,Azim Kazi,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1187,M Mohammed,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1188,Zeeshan Ansari,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1189,Satyajeet Bachhav,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1190,Ankit Sharma,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1191,Tejas Singh Baroka,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1192,Utkarsh Singh,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1193,Shivil Kaushik,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1194,Harsh Tyagi,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1195,Pradeep Sahu,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1196,Aniket Choudhary,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1197,Puneet Datey,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1198,Karanveer Singh,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1199,Akash Deep,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1200,Sayan Ghosh,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1201,Chemar Holder,Overseas,Bowler,2.0,0,NONE,2020,1.0,,100.0,0.0,1.0,11.5,0.0
1202,Vivek Singh,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1203,Gurinder Singh,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1204,Mukesh Choudhary,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1205,Matt Kelly,Overseas,Bowler,2.0,0,NONE,2020,,,,,,,
1206,Arafat Khan,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1207,Zahoor Khan,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1208,Sushant Mishra,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1209,Kanishk Seth,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1210,Mayank Rawat,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1211,Arzan Nagwaswalla,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1212,Max Bryant,Overseas,Batsman,2.0,0,NONE,2020,15.0,23.2,47.8,144.0,,,
1213,Safvan Patel,Indian,Bowler,2.0,0,NONE,2020,,,,,,,
1214,Rahul Gahlaut,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1215,Prithvi Raj Yarra,Indian,Bowler,2.0,0,NONE,2020,1.0,,100.0,0.0,2.0,11.4,1.0
1216,Shivam Chauhan,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1217,Abhimanyu Easwaran,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1218,Salman Khan,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1219,Naushad Shaikh,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1220,Sharad Lumba,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1221,Pratham Singh,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1222,Shivam Bhambri,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1223,Ricky Bhui,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1224,Marco Marais,Overseas,Batsman,2.0,0,NONE,2020,8.0,29.8,24.7,160.2,,,
1225,Hiten Dalal,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1226,Shubham Khajuria,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1227,Himmat Singh,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1228,Amandeep Khare,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1229,R Samarth,Indian,Batsman,2.0,0,NONE,2020,,,,,,,
1230,George Munsey,Overseas,Batsman,2.0,0,NONE,2020,7.0,29.0,44.8,165.7,,,
1231,Arun Karthick,Indian,Wicket Keeper,2.0,0,NONE,2020,,,,,,,
1232,N.Tilak Varma,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1233,Himanshu Bisht,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1234,Rohit Damodaran,Indian,All-Rounder,2.0,0,NONE,2020,,,,,,,
1235,Mohit Sharma,Indian,Bowler,50.0,1,Chennai Super Kings,2019,4.0,10.0,46.2,76.9,9.0,10.85,7.0
1236,Ruturaj Gaikwad,Indian,Batsman,2.0,1,Chennai Super Kings,2019,,,,,,,
1237,Colin Ingram,Overseas,Batsman,64.0,1,Delhi Capitals,2019,39.0,37.0,34.6,149.9,17.0,8.59,5.0
1238,Axar Rajesh Patel,Indian,All-Rounder,50.0,1,Delhi Capitals,2019,,,,,,,
1239,Hanuma Vihari,Indian,Batsman,20.0,1,Delhi Capitals,2019,,,,,,,
1240,Sherfane Rutherford,Overseas,All-Rounder,20.0,1,Delhi Capitals,2019,15.0,33.4,40.7,158.5,9.0,7.75,7.0
1241,Ishant Sharma,Indian,Bowler,11.0,1,Delhi Capitals,2019,,,,,,,
1242,Keemo Paul,Overseas,All-Rounder,5.0,1,Delhi Capitals,2019,2.0,4.0,50.0,50.0,6.0,8.68,6.0
1243,Jalaj Saxena,Indian,All-Rounder,2.0,1,Delhi Capitals,2019,,,,,,,
1244,Ankush Bains,Indian,Wicket Keeper,2.0,1,Delhi Capitals,2019,,,,,,,
1245,Nathu Singh,Indian,Bowler,2.0,1,Delhi Capitals,2019,,,,,,,
1246,Bandaru Ayyappa,Indian,Bowler,2.0,1,Delhi Capitals,2019,,,,,,,
1247,Varun Chakaravarthy,Indian,All-Rounder,84.0,1,Kings XI Punjab,2019,,,,,,,
1248,Sam Curran,Overseas,All-Rounder,72.0,1,Kings XI Punjab,2019,7.0,25.0,28.6,148.8,8.0,7.24,7.0
1249,Mohammad Shami,Indian,Bowler,48.0,1,Kings XI Punjab,2019,,,,,,,
1250,Prabhsimran Singh,Indian,Wicket Keeper,48.0,1,Kings XI Punjab,2019,,,,,,,
1251,Nicolas Pooran,Overseas,Wicket Keeper,42.0,1,Kings XI Punjab,2019,17.0,31.6,38.9,142.4,,,
1252,Moises Henriques,Overseas,All-Rounder,10.0,1,Kings XI Punjab,2019,13.0,27.8,38.3,111.7,4.0,11.0,3.0
1253,Hardus Viljoen,Overseas,Bowler,7.5,1,Kings XI Punjab,2019,6.0,9.7,40.0,116.0,11.0,8.19,13.0
1254,Darshan Nalkande,Indian,All-Rounder,3.0,1,Kings XI Punjab,2019,,,,,,,
1255,Sarfaraz Naushad Khan,Indian,All-Rounder,2.5,1,Kings XI Punjab,2019,,,,,,,
1256,Arshdeep Singh,Indian,Bowler,2.0,1,Kings XI Punjab,2019,,,,,,,
1257,Agnivesh Ayachi,Indian,All-Rounder,2.0,1,Kings XI Punjab,2019,,,,,,,
1258,Harpreet Brar,Indian,All-Rounder,2.0,1,Kings XI Punjab,2019,,,,,,,
1259,M. Ashwin,Indian,Bowler,2.0,1,Kings XI Punjab,2019,1.0,1.0,50.0,50.0,2.0,7.57,3.0
1260,Carlos Brathwaite,Overseas,All-Rounder,50.0,1,Kolkata Knight Riders,2019,15.0,18.1,40.3,148.5,23.0,8.31,30.0
1261,Lockie Ferguson,Overseas,Bowler,16.0,1,Kolkata Knight Riders,2019,1.0,5.0,0.0,100.0,12.0,6.48,16.0
1262,Joe Denly,Overseas,Batsman,10.0,1,Kolkata Knight Riders,2019,31.0,34.0,40.3,132.3,18.0,7.72,21.0
1263,Harry Gurney,Overseas,Bowler,7.5,1,Kolkata Knight Riders,2019,4.0,2.3,66.7,77.8,15.0,7.64,20.0
1264,Nikhil Shankar Naik,Indian,Wicket Keeper,2.0,1,Kolkata Knight Riders,2019,,,,,,,
1265,Shrikant Mundhe,Indian,All-Rounder,2.0,1,Kolkata Knight Riders,2019,,,,,,,
1266,Prithvi Raj Yarra,Indian,Bowler,2.0,1,Kolkata Knight Riders,2019,,,,,,,
1267,Anrich Nortje,Overseas,Bowler,2.0,1,Kolkata Knight Riders,2019,,,,,,,
1268,Barinder Singh Sran,Indian,Bowler,34.0,1,Mumbai Indians,2019,,,,,,,
1269,Lasith Malinga,Overseas,Bowler,20.0,1,Mumbai Indians,2019,3.0,1.0,80.0,20.0,6.0,6.42,13.0
1270,Yuvraj Singh,Indian,All-Rounder,10.0,1,Mumbai Indians,2019,6.0,10.8,54.8,89.0,2.0,11.5,0.0
1271,Anmolpreet Singh,Indian,Batsman,8.0,1,Mumbai Indians,2019,,,,,,,
1272,Pankaj Jaswal,Indian,All-Rounder,2.0,1,Mumbai Indians,2019,,,,,,,
1273,Rasikh Dar,Indian,Bowler,2.0,1,Mumbai Indians,2019,,,,,,,
1274,Jaydev Unadkat,Indian,Bowler,84.0,1,Rajasthan Royals,2019,5.0,12.2,31.6,128.9,15.0,9.66,11.0
1275,Varun Aaron,Overseas,Bowler,24.0,1,Rajasthan Royals,2019,,,,,,,
1276,Oshane Thomas,Overseas,Bowler,11.0,1,Rajasthan Royals,2019,1.0,,33.3,66.7,10.0,8.37,18.0
1277,Ashton Turner,Overseas,All-Rounder,5.0,1,Rajasthan Royals,2019,12.0,25.4,34.5,126.8,1.0,7.0,0.0
1278,Liam Livingstone,Overseas,All-Rounder,5.0,1,Rajasthan Royals,2019,6.0,47.2,31.7,199.3,6.0,8.54,6.0
1279,Shashank Singh,Indian,All-Rounder,3.0,1,Rajasthan Royals,2019,,,,,,,
1280,Riyan Parag,Indian,All-Rounder,2.0,1,Rajasthan Royals,2019,,,,,,,
1281,Manan Vohra,Indian,Batsman,2.0,1,Rajasthan Royals,2019,4.0,13.8,46.8,117.0,,,
1282,Shubham Ranjane,Indian,All-Rounder,2.0,1,Rajasthan Royals,2019,,,,,,,
1283,Shivam Dube,Indian,All-Rounder,50.0,1,Royal Challengers Bangalore,2019,,,,,,,
1284,Shimron Hetmyer,Overseas,Batsman,42.0,1,Royal Challengers Bangalore,2019,12.0,40.0,37.7,148.1,,,
1285,Akshdeep Nath,Indian,All-Rounder,36.0,1,Royal Challengers Bangalore,2019,1.0,9.0,61.5,69.2,,,
1286,Prayas Ray Barman,Indian,All-Rounder,15.0,1,Royal Challengers Bangalore,2019,,,,,,,
1287,Himmat Singh,Indian,Batsman,6.5,1,Royal Challengers Bangalore,2019,,,,,,,
1288,Gurkeerat Singh Mann,Indian,All-Rounder,5.0,1,Royal Challengers Bangalore,2019,,,,,,,
1289,Heinrich Klaasen,Overseas,Wicket Keeper,5.0,1,Royal Challengers Bangalore,2019,10.0,13.8,41.2,108.8,4.0,9.0,1.0
1290,Devdutt Padikkal,Indian,Batsman,2.0,1,Royal Challengers Bangalore,2019,,,,,,,
1291,Milind Kumar,Indian,All-Rounder,2.0,1,Royal Challengers Bangalore,2019,,,,,,,
1292,Jonny Bairstow,Overseas,Wicket Keeper,22.0,1,Sunrisers Hyderabad,2019,,,,,,,
1293,Wriddhiman Saha,Indian,Wicket Keeper,12.0,1,Sunrisers Hyderabad,2019,10.0,15.2,41.2,119.6,,,
1294,Martin Guptill,Overseas,Batsman,10.0,1,Sunrisers Hyderabad,2019,10.0,32.8,37.8,141.1,,,
1295,Brendon McCullum,Overseas,Batsman,20.0,0,NONE,2019,37.0,25.1,41.8,132.2,,,
1296,Chris Woakes,Overseas,All-Rounder,20.0,0,NONE,2019,6.0,31.7,41.3,150.8,9.0,10.05,12.0
1297,Shaun Marsh,Overseas,Batsman,20.0,0,NONE,2019,3.0,18.3,44.0,110.0,,,
1298,Corey Anderson,Overseas,All-Rounder,20.0,0,NONE,2019,19.0,33.4,28.5,160.7,6.0,12.24,4.0
1299,Angelo Mathews,Overseas,All-Rounder,20.0,0,NONE,2019,,,,,,,
1300,Alex Hales,Overseas,Batsman,15.0,0,NONE,2019,16.0,27.2,40.1,129.9,,,
1301,Rilee Rossouw,Overseas,Batsman,15.0,0,NONE,2019,23.0,20.6,35.9,138.5,,,
1302,James Faulkner,Overseas,All-Rounder,15.0,0,NONE,2019,16.0,21.3,36.5,106.1,25.0,7.75,30.0
1303,Morne Morkel,Overseas,Bowler,15.0,0,NONE,2019,3.0,3.5,60.0,46.7,9.0,9.41,12.0
1304,Dale Steyn,Overseas,Bowler,15.0,0,NONE,2019,6.0,18.0,39.4,109.1,13.0,6.66,17.0
1305,Alex Carey,Overseas,Wicket Keeper,15.0,0,NONE,2019,12.0,41.7,35.8,134.6,,,
1306,Chris Jordan,Overseas,All-Rounder,10.0,0,NONE,2019,10.0,13.2,36.1,109.7,22.0,7.83,21.0
1307,Adam Zampa,Overseas,Bowler,10.0,0,NONE,2019,8.0,5.2,35.7,75.0,24.0,8.16,25.0
1308,Hashim Amla,Overseas,Batsman,10.0,0,NONE,2019,13.0,11.0,47.3,84.6,,,
1309,Usman Khawaja,Overseas,Batsman,10.0,0,NONE,2019,10.0,30.5,41.0,140.6,,,
1310,Dan Christian,Overseas,All-Rounder,10.0,0,NONE,2019,,,,,,,
1311,Kane Richardson,Overseas,Bowler,10.0,0,NONE,2019,2.0,,6.7,113.3,10.0,7.56,19.0
1312,Ben Laughlin,Overseas,Bowler,10.0,0,NONE,2019,5.0,2.3,70.6,41.2,23.0,8.73,20.0
1313,James Pattinson,Overseas,Bowler,10.0,0,NONE,2019,1.0,4.0,42.9,57.1,1.0,5.75,2.0
1314,Naman Ojha,Indian,Wicket Keeper,7.5,0,NONE,2019,1.0,1.0,75.0,25.0,,,
1315,Sikandar Raza,Overseas,All-Rounder,7.5,0,NONE,2019,8.0,30.5,43.7,128.9,5.0,11.14,1.0
1316,David Wiese,Overseas,All-Rounder,7.5,0,NONE,2019,16.0,16.5,30.8,124.9,21.0,8.8,14.0
1317,Marchant De Lange,Overseas,Bowler,7.5,0,NONE,2019,1.0,,0.0,100.0,7.0,9.89,7.0
1318,Lendl Simmons,Overseas,Batsman,7.5,0,NONE,2019,18.0,33.5,49.0,129.5,4.0,7.8,4.0
1319,Jason Holder,Overseas,All-Rounder,7.5,0,NONE,2019,10.0,20.8,34.4,136.1,10.0,9.08,5.0
